record_id,doi,title,year,venue,source_databases,query_ids,openalex_id,crossref_url,identification_status,screen_title_abstract,screen_title_abstract_reason,fulltext_status,screen_fulltext,screen_fulltext_reason,evidence_lanes,A_trait,A_manipulated,pollinator_response_measured,antagonist_response_measured,common_reproductive_outcome,selection_form,cue_architecture,evolutionary_level,causal_strength,claim_ceiling,study_region,country_or_ocean_basin,latitude_reported,longitude_reported,spatial_grain,spatial_extent,single_site_vs_multisite,geographic_contrast,receiver_assemblage_contrast,biogeographic_context,historical_or_phylogenetic_context,notes
SCHPRISMA-000093,10.1111/1365-2745.14341,Biological Flora of Britain and Ireland: Silene uniflora ‡,2024,Journal of Ecology,OPENALEX,Q12,https://openalex.org/W4399103082,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000094,10.1111/j.1365-2745.2010.01678.x,Biological Flora of the British Isles: Cirsium arvense (L.) Scop.,2010,Journal of Ecology,OPENALEX,Q05,https://openalex.org/W2101481706,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000095,10.1111/j.1365-2745.2012.02006.x,Biological Flora of the British Isles:Gymnadenia conopsea s.l.,2012,Journal of Ecology,OPENALEX,Q01;Q08,https://openalex.org/W1985971461,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000096,10.1111/j.1365-2745.2011.01897.x,Biological flora of the British Isles: Orchis anthropophora (L.) All. (Aceras anthropophorum (L.) W.T. Aiton),2011,Journal of Ecology,OPENALEX,Q01,https://openalex.org/W1510086336,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000097,10.1111/j.1365-2745.2008.01473.x,Biological Flora of the British Isles:Orchis mascula(L.) L.,2009,Journal of Ecology,OPENALEX,Q01,https://openalex.org/W2036818051,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000098,10.1111/1365-2745.13805,Biological Flora of the British Isles: Salvia pratensis,2021,Journal of Ecology,OPENALEX,Q13,https://openalex.org/W3209302211,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000099,10.1111/nph.12145,"Biosynthesis, function and metabolic engineering of plant volatile organic compounds",2013,New Phytologist,OPENALEX,Q05,https://openalex.org/W2052212755,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000100,10.1080/09168451.2016.1191333,Biosynthesis of floral scent 2-phenylethanol in rose flowers,2016,Bioscience Biotechnology and Biochemistry,OPENALEX,Q01;Q05,https://openalex.org/W2434128815,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000101,10.18174/255281,"Biosynthesis of monoterpene alcohols, derivatives and conjugates in plants : roles in resistance to western flower thrips",2013,,OPENALEX,Q01,https://openalex.org/W2561446594,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000102,10.1038/s41467-024-49383-x,Biotic interactions promote local adaptation to soil in plants,2024,Nature Communications,OPENALEX,Q09;Q10,https://openalex.org/W4399777257,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000103,10.1101/2024.02.05.578857,Biotic interactions promote local adaptation to soil in plants,2024,bioRxiv (Cold Spring Harbor Laboratory),OPENALEX,Q09;Q10,https://openalex.org/W4391641753,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000104,10.1590/1809-4392201703932,Biting the hand that feeds you: wedge-billed hummingbird is a nectar robber of a sicklebill-adapted Andean bellflower,2018,Acta Amazonica,OPENALEX,Q13,https://openalex.org/W2799473788,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000105,10.5194/we-26-83-2026,Blueberry floral morphology influences pollinator visitation and behavioural patterns,2026,Web Ecology,OPENALEX,Q13,https://openalex.org/W7164409219,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000106,10.1111/j.1365-2745.2010.01729.x,Both seedling banks and specialist seed predators promote the evolution of synchronized and intermittent reproduction (masting) in trees,2010,Journal of Ecology,OPENALEX,Q12,https://openalex.org/W1515954634,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000107,,Bottom-up effects of eutrophication on insect interaction networks,,Bristol Research (University of Bristol),OPENALEX,Q09,https://openalex.org/W7139670510,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000108,10.3389/fpls.2021.767725,Breeding System and Response of the Pollinator to Floral Larceny and Florivory Define the Reproductive Success in Aerides odorata,2022,Frontiers in Plant Science,OPENALEX,Q08;Q10;Q13,https://openalex.org/W4206194090,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000109,10.1080/10635150590923209,"Bromeliaceae: Profile of an Adaptive Radiation.—D. H. Benzing (with contributions from B. Bennet, G. Brown, M. Dimmitt, H. Luther, I. Ramirez, R. Terry and W. Till). 2000. Cambridge University Press, Cambridge, U.K. xii + 690 pp. ISBN 0–521–43031–3. $160.00 (hard cover).",2005,Systematic Biology,OPENALEX,Q01,https://openalex.org/W2209796660,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000110,10.1111/nph.70859,Brood pollination mutualism between cryptic‐flower Aspidistra and pollen‐parasite midges,2025,New Phytologist,OPENALEX,Q03;Q12,https://openalex.org/W7117453468,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000111,10.1038/srep37087,Bumble bee parasite strains vary in resistance to phytochemicals,2016,Scientific Reports,OPENALEX,Q01;Q05,https://openalex.org/W2549151811,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000112,10.1111/eea.13201,Bumblebee attraction toMatthiola lividaflowers is altered by combined water stress and insect herbivory,2022,Entomologia Experimentalis et Applicata,OPENALEX,Q05,https://openalex.org/W4282594901,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000113,10.13001/uwnpsrc.2004.3583,Bumblebee Preadators Reduce Pollinator Density and Plant Fitness,2004,The UW National Parks Service Research Station Annual Reports,OPENALEX,Q12,https://openalex.org/W27973841,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000114,10.1242/jeb.097543,Bumblebees are not deterred by ecologically relevant concentrations of nectar toxins,2014,Journal of Experimental Biology,OPENALEX,Q13,https://openalex.org/W2114372149,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000115,10.1098/rspb.2018.0661,"Bumblebees distinguish floral scent patterns, and can transfer these to corresponding visual patterns",2018,Proceedings of the Royal Society B Biological Sciences,OPENALEX,Q01;Q05;Q07;Q08,https://openalex.org/W2807759202,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000116,10.1086/716637,Can Conflicting Selection from Pollinators and Nectar-Robbing Antagonists Drive Adaptive Pollen Limitation? A Conceptual Model and Empirical Test,2021,The American Naturalist,OPENALEX,Q13,https://openalex.org/W3185522226,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000117,10.1086/705583,Can Sexual Selection Cause Divergence in Mating System–Related Floral Traits?,2019,International Journal of Plant Sciences,OPENALEX,Q10,https://openalex.org/W2979753487,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000118,10.1101/513481,Can Sexual Selection Cause Divergence in Mating System-Related Floral Traits?,2019,bioRxiv (Cold Spring Harbor Laboratory),OPENALEX,Q10,https://openalex.org/W2907774012,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000119,10.23860/thesis-tucker-sara-2018,CARPENTER BEE NECTAR ROBBERY EFFECTS ON FRUIT QUALITY AND NESTING PROVISIONS IN RHODE ISLAND,2018,,OPENALEX,Q04,https://openalex.org/W2908914472,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000120,10.26786/1920-7603(2021)620,Catching the thief: Nectar robbing behaviour by bumblebees on naturalised Fuchsia magellanica in Ireland,2021,Journal of Pollination Ecology,OPENALEX,Q13,https://openalex.org/W3207676228,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000121,10.18174/472043,Caught between friends and foes : plant-mediated interactions between herbivores and flower visitors,2019,,OPENALEX,Q01;Q02;Q03;Q05;Q08;Q10;Q11;Q12,https://openalex.org/W2943477571,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000122,10.1002/j.1537-2197.1992.tb12621.x,"CAUSES AND CONSEQUENCES OF WITHIN‐TREE PHENOLOGICAL PATTERNS IN THE FLORIDA STRANGLING FIG, FICUS AUREA (MORACEAE)",1992,American Journal of Botany,OPENALEX,Q12,https://openalex.org/W2096209619,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000123,10.2307/2445195,"Causes and Consequences of Within-Tree Phenological Patterns in the Florida Strangling Fig, Ficus aurea (Moraceae)",1992,American Journal of Botany,OPENALEX,Q12,https://openalex.org/W4232931383,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000124,,Characteristics of BVOC emissions from a Swedish boreal forest : Using chambers to capture biogenic volatile organic compounds (BVOCs) from trees and forest floor,2018,Lund University Publications (Lund University),OPENALEX,Q01,https://openalex.org/W2787622762,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000125,10.1002/ajb2.1158,"Characterization of the mating system of a native perennial tetraploid herb, Silene stellata",2018,American Journal of Botany,OPENALEX,Q12,https://openalex.org/W2894799469,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000126,10.3390/agronomy12112651,Characterization of the Volatile Profiles of Six Industrial Hemp (Cannabis sativa L.) Cultivars,2022,Agronomy,OPENALEX,Q01,https://openalex.org/W4307434402,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000127,10.1101/2022.05.16.492032,Cheaters among pollinators: Floral traits drive spatiotemporal variation in nectar robbing and thieving in Afrotropical rainforests,2022,bioRxiv (Cold Spring Harbor Laboratory),OPENALEX,Q09;Q10;Q13,https://openalex.org/W4280500629,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000128,10.1002/ecs2.4696,Cheaters among pollinators: Nectar robbing and thieving vary spatiotemporally with floral traits in Afrotropical forests,2023,Ecosphere,OPENALEX,Q10;Q13,https://openalex.org/W4388776165,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000129,10.1111/jse.12955,Chemical communication between plants and insects,2023,Journal of Systematics and Evolution,OPENALEX,Q01;Q05;Q06,https://openalex.org/W4377101327,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000130,10.1111/j.1469-8137.2010.03227.x,Chemical ecology of obligate pollination mutualisms: testing the ‘private channel’ hypothesis in the Breynia–Epicephala association,2010,New Phytologist,OPENALEX,Q03;Q11;Q12,https://openalex.org/W2059728531,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000131,10.1039/d3np00024a,"Chemistry, biosynthesis and biology of floral volatiles: roles in pollination and other functions",2023,Natural Product Reports,OPENALEX,Q01;Q05,https://openalex.org/W4386407442,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000132,10.3732/ajb.1200636,"Choices and consequences of oviposition by a pollinating seed predator, Hadena ectypa (Noctuidae), on its host plant, Silene stellata (Caryophyllaceae)",2013,American Journal of Botany,OPENALEX,Q12,https://openalex.org/W2103033691,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000133,10.1093/pcp/pcab048,Circadian Clock inArabidopsis thalianaDetermines Flower Opening Time Early in the Morning and Dominantly Closes Early in the Afternoon,2021,Plant and Cell Physiology,OPENALEX,Q01;Q09,https://openalex.org/W3144516100,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000134,10.1093/aob/mcw136,Circadian rhythm of aSilenespecies favours nocturnal pollination and constrains diurnal visitation,2016,Annals of Botany,OPENALEX,Q12,https://openalex.org/W2480834824,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000135,10.1093/aob/mcx024,"Coevolution with pollinating resin midges led to resin-filled nurseries in the androecia, gynoecia and tepals of Kadsura (Schisandraceae)",2017,Annals of Botany,OPENALEX,Q01,https://openalex.org/W2605587182,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000136,,Coevolutionary Diversification of Leafflower Moths (Lepidoptera: Gracillariidae: Epicephala) and Leafflower Trees (Phyllanthaceae: Phyllanthus sensu lato [Glochidion]) in Southeastern Polynesia,2012,eScholarship (California Digital Library),OPENALEX,Q01;Q03;Q05;Q12,https://openalex.org/W2200174237,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000137,,Coexistence of sympatric taxa of Chamaecrista section Xerocalyx: addressing the interplay between morphology and biotic interactions,2012,"IRL - University of Missouri, St. Louis (University of Missouri–St. Louis)",OPENALEX,Q07;Q09;Q12,https://openalex.org/W7139748096,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000138,10.1086/674358,Coflowering Community Context Influences Female Fitness and Alters the Adaptive Value of Flower Longevity inMimulus guttatus,2013,The American Naturalist,OPENALEX,Q09;Q10,https://openalex.org/W2115158957,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000139,10.1093/jxb/erz479,Colourful cones: how did flower colour first evolve?,2019,Journal of Experimental Botany,OPENALEX,Q07,https://openalex.org/W2982823904,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000140,10.53846/goediss-1774,Community structure and interaction webs of flower-visiting and cavity-nesting insects along an experimental plant diversity gradient,2008,,OPENALEX,Q08;Q09;Q10,https://openalex.org/W2307448743,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000141,10.1093/isd/ixaa005,Community Structure and Undescribed Species Diversity in Non-Pollinating Fig Wasps Associated with the Strangler Fig Ficus petiolaris,2020,Insect Systematics and Diversity,OPENALEX,Q05,https://openalex.org/W3022591066,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000142,10.4257/oeco.2018.2204.03,COMO AS ABELHAS PERCEBEM AS FLORES E POR QUE ISTO É IMPORTANTE?,2018,Oecologia Australis,OPENALEX,Q01;Q05;Q06;Q07;Q08;Q09;Q10;Q11,https://openalex.org/W2905488943,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000143,10.1002/ece3.2377,Comparative analyses of flower scent inSileneaereveal a contrasting phylogenetic signal between night and day emissions,2016,Ecology and Evolution,OPENALEX,Q02;Q03;Q10;Q11;Q12,https://openalex.org/W2531324431,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000144,10.5154/r.rchsh.2020.05.012,Comparative analysis of floral volatiles between the ‘Hass’ variety and Antillean race avocado,2021,Revista Chapingo Serie Horticultura,OPENALEX,Q05,https://openalex.org/W3119134745,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000145,10.15414/afz.2017.20.04.78-83,Comparative assessment of insect pests population densities of three selected cucurbit crops,2017,Acta fytotechnica et zootechnica/Acta fytotechnica  et zootechnica,OPENALEX,Q01;Q09,https://openalex.org/W2784823385,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000146,10.1111/j.1365-294x.2011.05296.x,Comparative population genetic structure in a plant-pollinator/seed predator system,2011,Molecular Ecology,OPENALEX,Q12,https://openalex.org/W2068263477,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000147,,"Comparative Study on Flower Trait,Pollinator Visitation Rate and Seed Production of Two Pedicularis Species",2011,Chinese Journal of Appplied Environmental Biology,OPENALEX,Q09,https://openalex.org/W2359203354,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000148,10.3390/insects14110872,Complex Effects of a Land-Use Gradient on Pollinators and Natural Enemies: Natural Habitats Mitigate the Effects of Aphid Infestation on Pollination Services,2023,Insects,OPENALEX,Q10,https://openalex.org/W4388630092,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000149,10.1111/een.70004,"Complex interactions in ant–plant mutualisms: The role of multiple ant food resources in mediating plant defence, pollination and fitness in a tropical shrub",2025,Ecological Entomology,OPENALEX,Q05;Q08;Q11,https://openalex.org/W4412974525,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000150,10.1111/1365-2656.70243,Complex multitrophic species interactions and fitness costs: Intricate consequences of jasmonate and salicylate induced plant defences,2026,Journal of Animal Ecology,OPENALEX,Q12,https://openalex.org/W7154489976,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000151,10.1002/ecy.4043,Components of local adaptation and divergence in pollination efficacy in a coevolving species interaction,2023,Ecology,OPENALEX,Q10;Q11,https://openalex.org/W4361190592,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000152,10.1101/370700,Conflict of evolutionary interests between plants and pollinators revealed through functional exploration of flower morphospace,2018,bioRxiv (Cold Spring Harbor Laboratory),OPENALEX,Q13,https://openalex.org/W2884433249,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000153,10.3390/plants13243520,"Conflicting Dynamics of Galling and Pollination: Arastichus gallicola (Hymenoptera, Eulophidae), a Specialized Parasitic Galler in Pistillate Flowers of Thaumatophyllum bipinnatifidum (Araceae)",2024,Plants,OPENALEX,Q03;Q12,https://openalex.org/W4405459792,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000154,10.1002/ajb2.1182,Consequences of multiple flower–insect interactions for subsequent plant–insect interactions and plant reproduction,2018,American Journal of Botany,OPENALEX,Q01;Q02;Q03;Q04;Q05;Q06;Q07;Q08;Q09;Q10;Q11;Q12;Q13,https://openalex.org/W2898664981,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000155,10.1002/ecy.4306,Consequences of pollen defense compounds for pollinators and antagonists in a pollen‐rewarding plant,2024,Ecology,OPENALEX,Q05;Q06;Q10,https://openalex.org/W4394618967,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000156,10.1002/ajb2.1082,Consequences of secondary nectar robbing for male components of plant reproduction,2018,American Journal of Botany,OPENALEX,Q08;Q13,https://openalex.org/W2804358489,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000157,10.53846/goediss-11131,Conservation of wild bees in agricultural landscapes through intercropping and habitat management,2025,,OPENALEX,Q13,https://openalex.org/W4408361522,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000158,10.4161/psb.4.9.9483,Constraints on plant signals and rewards to multiple mutualists?,2009,Plant Signaling & Behavior,OPENALEX,Q09,https://openalex.org/W2024409748,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000159,10.3389/fpls.2013.00338,Context-dependency of arbuscular mycorrhizal fungi on plant-insect interactions in an agroecosystem,2013,Frontiers in Plant Science,OPENALEX,Q01;Q05;Q09;Q10;Q11,https://openalex.org/W2137290380,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000160,10.1371/journal.pone.0183729,Context-dependent medicinal effects of anabasine and infection-dependent toxicity in bumble bees,2017,PLoS ONE,OPENALEX,Q01;Q02;Q04;Q13,https://openalex.org/W2745495483,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000161,10.3390/insects7020023,Contrasting Foraging Patterns: Testing Resource-Concentration and Dilution Effects with Pollinators and Seed Predators,2016,Insects,OPENALEX,Q10;Q12,https://openalex.org/W2419435084,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000162,10.1002/edn3.271,"Contrasting microbial communities on male and female flowers of a dioecious plant, Mallotus japonicus (Euphorbiaceae)",2021,Environmental DNA,OPENALEX,Q10,https://openalex.org/W4200586499,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000163,10.1111/1365-2664.13121,Coordinated species importation policies are needed to reduce serious invasions globally: The case of alien bumblebees in South America,2018,Journal of Applied Ecology,OPENALEX,Q12;Q13,https://openalex.org/W2794347144,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000164,10.1111/j.1469-8137.2005.01511.x,"Coping with third parties in a nursery pollination mutualism: Hadena bicruris avoids oviposition on pathogen‐infected, less rewarding Silene latifolia",2005,New Phytologist,OPENALEX,Q01;Q08;Q09;Q10,https://openalex.org/W2114641161,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000165,10.3390/biology10090903,Corolla Abscission Triggered by Nectar Robbers Positively Affects Reproduction by Enhancing Self-Pollination in Symphytum officinale (Boraginaceae),2021,Biology,OPENALEX,Q10;Q13,https://openalex.org/W3200624213,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000166,10.1093/aob/mcl267,"Corolla Herbivory, Pollination Success and Fruit Predation in Complex Flowers: An Experimental Study with Linaria lilacina (Scrophulariaceae)",2007,Annals of Botany,OPENALEX,Q08;Q10,https://openalex.org/W2122864351,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000167,,Correlated selection on floral traits in a polymorphic plant,2008,,OPENALEX,Q12,https://openalex.org/W1528058350,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000168,10.3732/ajb.93.1.64,Correlations among traits associated with herbivore resistance and pollination: implications for pollination and nectar robbing in a distylous plant,2006,American Journal of Botany,OPENALEX,Q08;Q09;Q10;Q12;Q13,https://openalex.org/W2106263507,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
